IA10200 SYD HKG 01FEB2000 $177,801.00
IA10201 SYD HKG 01FEB2000 $174,891.00
IA10300 SYD CBR 01FEB2000 $1,070.00
IA10301 SYD CBR 01FEB2000 $1,310.00
IA10302 SYD CBR 01FEB2000 $850.00
IA10303 SYD CBR 01FEB2000 $1,030.00
IA10304 SYD CBR 01FEB2000 $910.00
IA10305 SYD CBR 01FEB2000 $1,270.00
IA10400 CBR SYD 01FEB2000 $1,310.00
IA10401 CBR SYD 01FEB2000 $1,110.00
IA10402 CBR SYD 01FEB2000 $1,070.00
IA10403 CBR SYD 01FEB2000 $1,210.00
IA10404 CBR SYD 01FEB2000 $1,130.00
IA10405 CBR SYD 01FEB2000 $710.00
IA10500 CBR WLG 01FEB2000 $41,492.00
IA10501 CBR WLG 01FEB2000 $36,892.00
IA10600 WLG CBR 01FEB2000 $43,332.00
IA10601 WLG CBR 01FEB2000 $42,596.00
IA10700 WLG AKL 01FEB2000 $2,660.00
IA10701 WLG AKL 01FEB2000 $2,340.00
IA10702 WLG AKL 01FEB2000 $2,100.00
IA10703 WLG AKL 01FEB2000 $2,340.00
IA10704 WLG AKL 01FEB2000 $1,820.00
IA10705 WLG AKL 01FEB2000 $2,180.00
IA10800 AKL WLG 01FEB2000 $1,660.00
IA10801 AKL WLG 01FEB2000 $1,900.00
IA10802 AKL WLG 01FEB2000 $2,220.00
IA10803 AKL WLG 01FEB2000 $2,460.00
IA10804 AKL WLG 01FEB2000 $2,220.00
IA10805 AKL WLG 01FEB2000 $1,500.00
IA00101 RDU LHR 01FEB2000 $103,390.00
IA00602 JFK RDU 01FEB2000 $8,100.00
IA00700 RDU SFO 01FEB2000 $48,042.00
IA00901 RDU LAX 01FEB2000 $50,268.00
IA01201 ORD RDU 01FEB2000 $5,535.00
IA01300 RDU IAD 01FEB2000 $1,065.00
IA01502 RDU SEA 01FEB2000 $50,660.00
IA01700 SEA SFO 01FEB2000 $5,891.00
IA01703 SEA SFO 01FEB2000 $5,633.00
IA01900 RDU BOS 01FEB2000 $3,237.00
IA01902 RDU BOS 01FEB2000 $3,315.00
IA02301 RDU BHM 01FEB2000 $4,123.00
IA02400 BHM RDU 01FEB2000 $3,937.00
IA02404 BHM RDU 01FEB2000 $4,123.00
IA02504 RDU IND 01FEB2000 $2,528.00
IA02702 RDU MIA 01FEB2000 $4,092.00
IA02704 RDU MIA 01FEB2000 $3,916.00
IA02801 MIA RDU 01FEB2000 $3,212.00
IA03101 SFO ANC 01FEB2000 $43,942.00
IA03605 BNA RDU 01FEB2000 $2,349.00
