IA10200 SYD HKG 01MAY2000 $179,547.00
IA10201 SYD HKG 01MAY2000 $174,309.00
IA10300 SYD CBR 01MAY2000 $1,270.00
IA10301 SYD CBR 01MAY2000 $1,370.00
IA10302 SYD CBR 01MAY2000 $1,010.00
IA10303 SYD CBR 01MAY2000 $1,130.00
IA10304 SYD CBR 01MAY2000 $1,250.00
IA10305 SYD CBR 01MAY2000 $790.00
IA10400 CBR SYD 01MAY2000 $1,130.00
IA10401 CBR SYD 01MAY2000 $1,210.00
IA10402 CBR SYD 01MAY2000 $890.00
IA10403 CBR SYD 01MAY2000 $1,050.00
IA10404 CBR SYD 01MAY2000 $1,110.00
IA10405 CBR SYD 01MAY2000 $910.00
IA10500 CBR WLG 01MAY2000 $41,308.00
IA10501 CBR WLG 01MAY2000 $38,180.00
IA10600 WLG CBR 01MAY2000 $42,964.00
IA10601 WLG CBR 01MAY2000 $38,180.00
IA10700 WLG AKL 01MAY2000 $1,740.00
IA10701 WLG AKL 01MAY2000 $2,380.00
IA10702 WLG AKL 01MAY2000 $1,940.00
IA10703 WLG AKL 01MAY2000 $1,900.00
IA10704 WLG AKL 01MAY2000 $2,700.00
IA10705 WLG AKL 01MAY2000 $2,700.00
IA10800 AKL WLG 01MAY2000 $1,820.00
IA10801 AKL WLG 01MAY2000 $1,460.00
IA10802 AKL WLG 01MAY2000 $2,220.00
IA10803 AKL WLG 01MAY2000 $1,420.00
IA10804 AKL WLG 01MAY2000 $2,020.00
IA10805 AKL WLG 01MAY2000 $1,980.00
IA00301 RDU FRA 01MAY2000 $132,300.00
IA00400 FRA RDU 01MAY2000 $113,940.00
IA00604 JFK RDU 01MAY2000 $6,804.00
IA01202 ORD RDU 01MAY2000 $5,125.00
IA01401 IAD RDU 01MAY2000 $1,545.00
IA01905 RDU BOS 01MAY2000 $4,641.00
IA02000 BOS RDU 01MAY2000 $4,953.00
IA02502 RDU IND 01MAY2000 $4,192.00
IA02601 IND RDU 01MAY2000 $2,912.00
IA02604 IND RDU 01MAY2000 $4,384.00
IA02605 IND RDU 01MAY2000 $4,256.00
IA02701 RDU MIA 01MAY2000 $5,588.00
IA02800 MIA RDU 01MAY2000 $5,324.00
IA03301 RDU ANC 01MAY2000 $109,616.00
IA03401 ANC RDU 01MAY2000 $98,566.00
IA03504 RDU BNA 01MAY2000 $2,755.00
IA03600 BNA RDU 01MAY2000 $2,929.00
IA03602 BNA RDU 01MAY2000 $3,045.00
IA03704 RDU MSY 01MAY2000 $3,479.00
IA03802 MSY RDU 01MAY2000 $4,949.00
