IA10200 SYD HKG 01MAR2000 $181,293.00
IA10201 SYD HKG 01MAR2000 $173,727.00
IA10300 SYD CBR 01MAR2000 $1,150.00
IA10301 SYD CBR 01MAR2000 $910.00
IA10302 SYD CBR 01MAR2000 $1,170.00
IA10303 SYD CBR 01MAR2000 $1,050.00
IA10304 SYD CBR 01MAR2000 $1,330.00
IA10305 SYD CBR 01MAR2000 $1,270.00
IA10400 CBR SYD 01MAR2000 $1,210.00
IA10401 CBR SYD 01MAR2000 $910.00
IA10402 CBR SYD 01MAR2000 $1,370.00
IA10403 CBR SYD 01MAR2000 $990.00
IA10404 CBR SYD 01MAR2000 $1,270.00
IA10405 CBR SYD 01MAR2000 $1,370.00
IA10500 CBR WLG 01MAR2000 $38,916.00
IA10501 CBR WLG 01MAR2000 $36,340.00
IA10600 WLG CBR 01MAR2000 $40,572.00
IA10601 WLG CBR 01MAR2000 $44,436.00
IA10700 WLG AKL 01MAR2000 $1,940.00
IA10701 WLG AKL 01MAR2000 $2,660.00
IA10702 WLG AKL 01MAR2000 $2,180.00
IA10703 WLG AKL 01MAR2000 $2,180.00
IA10704 WLG AKL 01MAR2000 $1,980.00
IA10705 WLG AKL 01MAR2000 $2,620.00
IA10800 AKL WLG 01MAR2000 $2,020.00
IA10801 AKL WLG 01MAR2000 $1,580.00
IA10802 AKL WLG 01MAR2000 $1,660.00
IA10803 AKL WLG 01MAR2000 $2,340.00
IA10804 AKL WLG 01MAR2000 $1,660.00
IA10805 AKL WLG 01MAR2000 $2,340.00
IA00200 LHR RDU 01MAR2000 $119,070.00
IA00300 RDU FRA 01MAR2000 $121,500.00
IA00501 RDU JFK 01MAR2000 $8,694.00
IA00504 RDU JFK 01MAR2000 $7,128.00
IA00600 JFK RDU 01MAR2000 $6,642.00
IA01305 RDU IAD 01MAR2000 $1,995.00
IA01401 IAD RDU 01MAR2000 $2,025.00
IA01603 SEA RDU 01MAR2000 $48,574.00
IA01702 SEA SFO 01MAR2000 $5,461.00
IA01703 SEA SFO 01MAR2000 $5,891.00
IA01804 SFO SEA 01MAR2000 $5,891.00
IA02302 RDU BHM 01MAR2000 $2,325.00
IA02402 BHM RDU 01MAR2000 $3,813.00
IA02505 RDU IND 01MAR2000 $4,448.00
IA02703 RDU MIA 01MAR2000 $5,236.00
IA02704 RDU MIA 01MAR2000 $3,124.00
IA03101 SFO ANC 01MAR2000 $33,528.00
IA03300 RDU ANC 01MAR2000 $98,566.00
IA03500 RDU BNA 01MAR2000 $3,741.00
IA03700 RDU MSY 01MAR2000 $5,439.00
