IA10200 SYD HKG 01JAN2000 $191,187.00
IA10201 SYD HKG 01JAN2000 $169,653.00
IA10300 SYD CBR 01JAN2000 $850.00
IA10301 SYD CBR 01JAN2000 $970.00
IA10302 SYD CBR 01JAN2000 $1,030.00
IA10303 SYD CBR 01JAN2000 $1,410.00
IA10304 SYD CBR 01JAN2000 $870.00
IA10305 SYD CBR 01JAN2000 $730.00
IA10400 CBR SYD 01JAN2000 $1,390.00
IA10401 CBR SYD 01JAN2000 $750.00
IA10402 CBR SYD 01JAN2000 $1,210.00
IA10403 CBR SYD 01JAN2000 $1,310.00
IA10404 CBR SYD 01JAN2000 $1,090.00
IA10405 CBR SYD 01JAN2000 $1,210.00
IA10500 CBR WLG 01JAN2000 $42,780.00
IA10501 CBR WLG 01JAN2000 $39,100.00
IA10600 WLG CBR 01JAN2000 $41,492.00
IA10601 WLG CBR 01JAN2000 $40,020.00
IA10700 WLG AKL 01JAN2000 $1,900.00
IA10701 WLG AKL 01JAN2000 $1,460.00
IA10702 WLG AKL 01JAN2000 $2,500.00
IA10703 WLG AKL 01JAN2000 $2,380.00
IA10704 WLG AKL 01JAN2000 $2,260.00
IA10705 WLG AKL 01JAN2000 $2,260.00
IA10800 AKL WLG 01JAN2000 $1,740.00
IA10801 AKL WLG 01JAN2000 $2,260.00
IA10802 AKL WLG 01JAN2000 $2,660.00
IA10803 AKL WLG 01JAN2000 $1,660.00
IA10804 AKL WLG 01JAN2000 $1,780.00
IA10805 AKL WLG 01JAN2000 $1,780.00
IA00101 RDU LHR 01JAN2000 $117,600.00
IA00503 RDU JFK 01JAN2000 $9,882.00
IA00602 JFK RDU 01JAN2000 $8,910.00
IA00603 JFK RDU 01JAN2000 $8,856.00
IA00800 SFO RDU 01JAN2000 $53,244.00
IA01003 LAX RDU 01JAN2000 $51,404.00
IA01201 ORD RDU 01JAN2000 $3,567.00
IA01202 ORD RDU 01JAN2000 $4,387.00
IA01404 IAD RDU 01JAN2000 $2,025.00
IA02004 BOS RDU 01JAN2000 $4,641.00
IA02203 DFW RDU 01JAN2000 $9,313.00
IA02603 IND RDU 01JAN2000 $2,208.00
IA02900 SFO HNL 01JAN2000 $73,264.00
IA03300 RDU ANC 01JAN2000 $96,798.00
IA03505 RDU BNA 01JAN2000 $2,697.00
IA03904 RDU MCI 01JAN2000 $4,161.00
IA04503 LHR GLA 01JAN2000 $3,498.00
IA04703 LHR FRA 01JAN2000 $3,225.00
IA05002 BRU LHR 01JAN2000 $1,989.00
IA05003 BRU LHR 01JAN2000 $2,379.00
