IA10200 SYD HKG 01JUL2000 $184,785.00
IA10201 SYD HKG 01JUL2000 $163,833.00
IA10300 SYD CBR 01JUL2000 $910.00
IA10301 SYD CBR 01JUL2000 $890.00
IA10302 SYD CBR 01JUL2000 $1,310.00
IA10303 SYD CBR 01JUL2000 $1,370.00
IA10304 SYD CBR 01JUL2000 $1,390.00
IA10305 SYD CBR 01JUL2000 $870.00
IA10400 CBR SYD 01JUL2000 $770.00
IA10401 CBR SYD 01JUL2000 $1,110.00
IA10402 CBR SYD 01JUL2000 $1,150.00
IA10403 CBR SYD 01JUL2000 $830.00
IA10404 CBR SYD 01JUL2000 $770.00
IA10405 CBR SYD 01JUL2000 $1,190.00
IA10500 CBR WLG 01JUL2000 $43,332.00
IA10501 CBR WLG 01JUL2000 $43,148.00
IA10600 WLG CBR 01JUL2000 $39,836.00
IA10601 WLG CBR 01JUL2000 $38,548.00
IA10700 WLG AKL 01JUL2000 $1,460.00
IA10701 WLG AKL 01JUL2000 $2,460.00
IA10702 WLG AKL 01JUL2000 $2,140.00
IA10703 WLG AKL 01JUL2000 $1,500.00
IA10704 WLG AKL 01JUL2000 $1,580.00
IA10705 WLG AKL 01JUL2000 $2,620.00
IA10800 AKL WLG 01JUL2000 $1,940.00
IA10801 AKL WLG 01JUL2000 $2,380.00
IA10802 AKL WLG 01JUL2000 $2,340.00
IA10803 AKL WLG 01JUL2000 $1,620.00
IA10804 AKL WLG 01JUL2000 $2,500.00
IA10805 AKL WLG 01JUL2000 $2,820.00
IA00200 LHR RDU 01JUL2000 $107,310.00
IA00301 RDU FRA 01JUL2000 $113,940.00
IA01503 RDU SEA 01JUL2000 $53,640.00
IA02002 BOS RDU 01JUL2000 $4,563.00
IA02003 BOS RDU 01JUL2000 $3,549.00
IA02005 BOS RDU 01JUL2000 $4,953.00
IA02505 RDU IND 01JUL2000 $3,168.00
IA02601 IND RDU 01JUL2000 $3,232.00
IA02604 IND RDU 01JUL2000 $4,192.00
IA03501 RDU BNA 01JUL2000 $3,335.00
IA03702 RDU MSY 01JUL2000 $4,263.00
IA03705 RDU MSY 01JUL2000 $4,949.00
IA03805 MSY RDU 01JUL2000 $4,557.00
IA03901 RDU MCI 01JUL2000 $8,037.00
IA03905 RDU MCI 01JUL2000 $7,011.00
IA04003 MCI RDU 01JUL2000 $7,467.00
IA04405 CDG LHR 01JUL2000 $2,450.00
IA04700 LHR FRA 01JUL2000 $3,375.00
IA04802 FRA LHR 01JUL2000 $4,375.00
IA05205 GVA LHR 01JUL2000 $5,249.00
