IA10200 SYD HKG 01SEP2000 $189,441.00
IA10201 SYD HKG 01SEP2000 $175,473.00
IA10300 SYD CBR 01SEP2000 $1,370.00
IA10301 SYD CBR 01SEP2000 $710.00
IA10302 SYD CBR 01SEP2000 $1,210.00
IA10303 SYD CBR 01SEP2000 $970.00
IA10304 SYD CBR 01SEP2000 $1,150.00
IA10305 SYD CBR 01SEP2000 $1,050.00
IA10400 CBR SYD 01SEP2000 $1,170.00
IA10401 CBR SYD 01SEP2000 $1,290.00
IA10402 CBR SYD 01SEP2000 $850.00
IA10403 CBR SYD 01SEP2000 $1,270.00
IA10404 CBR SYD 01SEP2000 $1,250.00
IA10405 CBR SYD 01SEP2000 $810.00
IA10500 CBR WLG 01SEP2000 $41,308.00
IA10501 CBR WLG 01SEP2000 $39,284.00
IA10600 WLG CBR 01SEP2000 $41,492.00
IA10601 WLG CBR 01SEP2000 $40,020.00
IA10700 WLG AKL 01SEP2000 $2,260.00
IA10701 WLG AKL 01SEP2000 $2,340.00
IA10702 WLG AKL 01SEP2000 $2,580.00
IA10703 WLG AKL 01SEP2000 $2,260.00
IA10704 WLG AKL 01SEP2000 $2,500.00
IA10705 WLG AKL 01SEP2000 $2,220.00
IA10800 AKL WLG 01SEP2000 $1,660.00
IA10801 AKL WLG 01SEP2000 $2,420.00
IA10802 AKL WLG 01SEP2000 $1,780.00
IA10803 AKL WLG 01SEP2000 $2,300.00
IA10804 AKL WLG 01SEP2000 $2,380.00
IA10805 AKL WLG 01SEP2000 $2,740.00
IA00501 RDU JFK 01SEP2000 $9,666.00
IA00605 JFK RDU 01SEP2000 $7,830.00
IA01101 RDU ORD 01SEP2000 $4,141.00
IA01102 RDU ORD 01SEP2000 $3,239.00
IA01204 ORD RDU 01SEP2000 $3,157.00
IA01403 IAD RDU 01SEP2000 $1,785.00
IA01800 SFO SEA 01SEP2000 $5,117.00
IA01804 SFO SEA 01SEP2000 $4,687.00
IA02201 DFW RDU 01SEP2000 $6,767.00
IA02504 RDU IND 01SEP2000 $3,744.00
IA02603 IND RDU 01SEP2000 $2,976.00
IA02801 MIA RDU 01SEP2000 $4,004.00
IA03501 RDU BNA 01SEP2000 $2,871.00
IA03703 RDU MSY 01SEP2000 $5,537.00
IA04300 LHR CDG 01SEP2000 $1,750.00
IA05002 BRU LHR 01SEP2000 $1,859.00
IA05005 BRU LHR 01SEP2000 $2,197.00
IA05101 LHR GVA 01SEP2000 $3,741.00
IA05202 GVA LHR 01SEP2000 $4,089.00
IA05204 GVA LHR 01SEP2000 $3,741.00
