IA10200 SYD HKG 01APR2000 $176,055.00
IA10201 SYD HKG 01APR2000 $187,113.00
IA10300 SYD CBR 01APR2000 $850.00
IA10301 SYD CBR 01APR2000 $1,370.00
IA10302 SYD CBR 01APR2000 $690.00
IA10303 SYD CBR 01APR2000 $710.00
IA10304 SYD CBR 01APR2000 $770.00
IA10305 SYD CBR 01APR2000 $1,130.00
IA10400 CBR SYD 01APR2000 $1,050.00
IA10401 CBR SYD 01APR2000 $1,030.00
IA10402 CBR SYD 01APR2000 $1,090.00
IA10403 CBR SYD 01APR2000 $810.00
IA10404 CBR SYD 01APR2000 $930.00
IA10405 CBR SYD 01APR2000 $750.00
IA10500 CBR WLG 01APR2000 $42,780.00
IA10501 CBR WLG 01APR2000 $38,180.00
IA10600 WLG CBR 01APR2000 $39,468.00
IA10601 WLG CBR 01APR2000 $38,180.00
IA10700 WLG AKL 01APR2000 $2,740.00
IA10701 WLG AKL 01APR2000 $2,740.00
IA10702 WLG AKL 01APR2000 $2,300.00
IA10703 WLG AKL 01APR2000 $2,620.00
IA10704 WLG AKL 01APR2000 $2,100.00
IA10705 WLG AKL 01APR2000 $1,660.00
IA10800 AKL WLG 01APR2000 $1,860.00
IA10801 AKL WLG 01APR2000 $2,620.00
IA10802 AKL WLG 01APR2000 $1,740.00
IA10803 AKL WLG 01APR2000 $1,740.00
IA10804 AKL WLG 01APR2000 $2,460.00
IA10805 AKL WLG 01APR2000 $2,580.00
IA00201 LHR RDU 01APR2000 $105,840.00
IA00300 RDU FRA 01APR2000 $113,400.00
IA01201 ORD RDU 01APR2000 $4,387.00
IA01303 RDU IAD 01APR2000 $1,755.00
IA01401 IAD RDU 01APR2000 $1,485.00
IA01704 SEA SFO 01APR2000 $3,569.00
IA01803 SFO SEA 01APR2000 $3,397.00
IA01902 RDU BOS 01APR2000 $2,925.00
IA02001 BOS RDU 01APR2000 $4,719.00
IA02002 BOS RDU 01APR2000 $3,471.00
IA02003 BOS RDU 01APR2000 $3,393.00
IA02501 RDU IND 01APR2000 $2,976.00
IA02504 RDU IND 01APR2000 $3,232.00
IA02703 RDU MIA 01APR2000 $3,476.00
IA02705 RDU MIA 01APR2000 $3,828.00
IA02800 MIA RDU 01APR2000 $5,148.00
IA02804 MIA RDU 01APR2000 $5,852.00
IA02805 MIA RDU 01APR2000 $4,180.00
IA03200 ANC SFO 01APR2000 $45,974.00
IA03401 ANC RDU 01APR2000 $95,914.00
