IA10200 SYD HKG 01JUN2000 $180,129.00
IA10201 SYD HKG 01JUN2000 $163,251.00
IA10300 SYD CBR 01JUN2000 $1,390.00
IA10301 SYD CBR 01JUN2000 $850.00
IA10302 SYD CBR 01JUN2000 $1,330.00
IA10303 SYD CBR 01JUN2000 $750.00
IA10304 SYD CBR 01JUN2000 $1,330.00
IA10305 SYD CBR 01JUN2000 $950.00
IA10400 CBR SYD 01JUN2000 $1,090.00
IA10401 CBR SYD 01JUN2000 $810.00
IA10402 CBR SYD 01JUN2000 $830.00
IA10403 CBR SYD 01JUN2000 $1,010.00
IA10404 CBR SYD 01JUN2000 $1,310.00
IA10405 CBR SYD 01JUN2000 $1,210.00
IA10500 CBR WLG 01JUN2000 $40,020.00
IA10501 CBR WLG 01JUN2000 $41,124.00
IA10600 WLG CBR 01JUN2000 $42,228.00
IA10601 WLG CBR 01JUN2000 $39,652.00
IA10700 WLG AKL 01JUN2000 $1,860.00
IA10701 WLG AKL 01JUN2000 $2,780.00
IA10702 WLG AKL 01JUN2000 $2,620.00
IA10703 WLG AKL 01JUN2000 $2,420.00
IA10704 WLG AKL 01JUN2000 $1,460.00
IA10705 WLG AKL 01JUN2000 $1,820.00
IA10800 AKL WLG 01JUN2000 $2,700.00
IA10801 AKL WLG 01JUN2000 $2,780.00
IA10802 AKL WLG 01JUN2000 $2,740.00
IA10803 AKL WLG 01JUN2000 $2,260.00
IA10804 AKL WLG 01JUN2000 $2,380.00
IA10805 AKL WLG 01JUN2000 $2,100.00
IA00101 RDU LHR 01JUN2000 $113,680.00
IA00500 RDU JFK 01JUN2000 $7,290.00
IA00501 RDU JFK 01JUN2000 $7,182.00
IA00504 RDU JFK 01JUN2000 $6,912.00
IA00800 SFO RDU 01JUN2000 $42,534.00
IA01300 RDU IAD 01JUN2000 $1,575.00
IA01400 IAD RDU 01JUN2000 $1,305.00
IA01500 RDU SEA 01JUN2000 $53,044.00
IA01702 SEA SFO 01JUN2000 $3,569.00
IA01804 SFO SEA 01JUN2000 $4,773.00
IA02001 BOS RDU 01JUN2000 $4,095.00
IA02100 RDU DFW 01JUN2000 $7,839.00
IA02102 RDU DFW 01JUN2000 $7,169.00
IA02400 BHM RDU 01JUN2000 $3,875.00
IA02603 IND RDU 01JUN2000 $2,528.00
IA03504 RDU BNA 01JUN2000 $2,233.00
IA03902 RDU MCI 01JUN2000 $6,213.00
IA04101 RDU PWM 01JUN2000 $5,764.00
IA04105 RDU PWM 01JUN2000 $4,884.00
IA04303 LHR CDG 01JUN2000 $2,170.00
