IA10200 SYD HKG 01NOV2000 $176,637.00
IA10201 SYD HKG 01NOV2000 $164,997.00
IA10300 SYD CBR 01NOV2000 $1,230.00
IA10301 SYD CBR 01NOV2000 $1,230.00
IA10302 SYD CBR 01NOV2000 $790.00
IA10303 SYD CBR 01NOV2000 $690.00
IA10304 SYD CBR 01NOV2000 $1,070.00
IA10305 SYD CBR 01NOV2000 $1,310.00
IA10400 CBR SYD 01NOV2000 $770.00
IA10401 CBR SYD 01NOV2000 $1,230.00
IA10402 CBR SYD 01NOV2000 $1,330.00
IA10403 CBR SYD 01NOV2000 $1,230.00
IA10404 CBR SYD 01NOV2000 $1,230.00
IA10405 CBR SYD 01NOV2000 $1,330.00
IA10500 CBR WLG 01NOV2000 $45,172.00
IA10501 CBR WLG 01NOV2000 $42,780.00
IA10600 WLG CBR 01NOV2000 $37,444.00
IA10601 WLG CBR 01NOV2000 $43,700.00
IA10700 WLG AKL 01NOV2000 $1,700.00
IA10701 WLG AKL 01NOV2000 $2,540.00
IA10702 WLG AKL 01NOV2000 $1,940.00
IA10703 WLG AKL 01NOV2000 $2,020.00
IA10704 WLG AKL 01NOV2000 $1,860.00
IA10705 WLG AKL 01NOV2000 $2,100.00
IA10800 AKL WLG 01NOV2000 $2,020.00
IA10801 AKL WLG 01NOV2000 $1,620.00
IA10802 AKL WLG 01NOV2000 $2,300.00
IA10803 AKL WLG 01NOV2000 $2,380.00
IA10804 AKL WLG 01NOV2000 $1,660.00
IA10805 AKL WLG 01NOV2000 $2,220.00
IA00201 LHR RDU 01NOV2000 $109,270.00
IA00900 RDU LAX 01NOV2000 $50,836.00
IA00902 RDU LAX 01NOV2000 $39,476.00
IA00903 RDU LAX 01NOV2000 $39,476.00
IA01503 RDU SEA 01NOV2000 $38,442.00
IA01701 SEA SFO 01NOV2000 $4,773.00
IA02203 DFW RDU 01NOV2000 $8,107.00
IA02502 RDU IND 01NOV2000 $3,680.00
IA02701 RDU MIA 01NOV2000 $5,500.00
IA02802 MIA RDU 01NOV2000 $3,300.00
IA03200 ANC SFO 01NOV2000 $45,974.00
IA03301 RDU ANC 01NOV2000 $93,704.00
IA03400 ANC RDU 01NOV2000 $105,638.00
IA03500 RDU BNA 01NOV2000 $2,001.00
IA03700 RDU MSY 01NOV2000 $4,361.00
IA03701 RDU MSY 01NOV2000 $6,419.00
IA03705 RDU MSY 01NOV2000 $6,419.00
IA03805 MSY RDU 01NOV2000 $6,223.00
IA03905 RDU MCI 01NOV2000 $4,389.00
IA04502 LHR GLA 01NOV2000 $3,454.00
