1 2 COV  h_iq       0.8195495   0.7407060   0.0153882  -0.0547294   0.0573085   0.2090287   0.1779411   0.3758264   0.1396454   0.0504676   0.1657154   0.0913231
1 2 COV  h_educ     0.7407060   4.0259063   0.5693993  -0.2442615   0.0630167   0.7766504   0.4905138   2.0013282   0.1702161  -0.2281423   0.0294323   0.2475501
1 2 COV  h_extra    0.0153882   0.5693993   3.6998613  -0.0621181   2.1216168   0.8328193   0.0742569   0.7029496   0.8242723  -0.1335788   0.0253623   0.2011380
1 2 COV  h_anx     -0.0547294  -0.2442615  -0.0621181   3.1069387   0.3552397  -0.3514583  -0.0539221  -0.2893989  -0.1581406   0.2673000  -0.0632459  -0.1536547
1 2 COV  h_tm       0.0573085   0.0630167   2.1216168   0.3552397   2.9896015   0.9063565   0.1146233   0.1197165   0.3467644   0.0626286   0.1552654   0.2362186
1 2 COV  h_ind      0.2090287   0.7766504   0.8328193  -0.3514583   0.9063565   2.6082700   0.3566195   0.8569261   0.1339900  -0.0435914   0.2715982   0.4717175
1 2 COV  w_iq       0.1779411   0.4905138   0.0742569  -0.0539221   0.1146233   0.3566195   1.0150958   1.0698946  -0.0360913  -0.1707846   0.0824490   0.3687134
1 2 COV  w_educ     0.3758264   2.0013282   0.7029496  -0.2893989   0.1197165   0.8569261   1.0698946   5.4493976   0.3803229  -0.5290422  -0.2312499   0.8243169
1 2 COV  w_extra    0.1396454   0.1702161   0.8242723  -0.1581406   0.3467644   0.1339900  -0.0360913   0.3803229   3.1780115  -0.8056294   0.3388909   1.2166380
1 2 COV  w_anx      0.0504676  -0.2281423  -0.1335788   0.2673000   0.0626286  -0.0435914  -0.1707846  -0.5290422  -0.8056294   2.6163303   0.0299507  -1.0568364
1 2 COV  w_tm       0.1657154   0.0294323   0.0253623  -0.0632459   0.1552654   0.2715982   0.0824490  -0.2312499   0.3388909   0.0299507   2.8971527   0.3007444
1 2 COV  w_ind      0.0913231   0.2475501   0.2011380  -0.1536547   0.2362186   0.4717175   0.3687134   0.8243169   1.2166380  -1.0568364   0.3007444   2.2930278
1 2 MEAN Mean       0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
1 2 N    N        344.0000000 344.0000000 344.0000000 344.0000000 344.0000000 344.0000000 344.0000000 344.0000000 344.0000000 344.0000000 344.0000000 344.0000000
